system:index,climate_dewpoint_mean,climate_precip_total,climate_temp_mean,file,label,soil_oc,soil_ph,soil_texture,topo_elevation,topo_landforms,.geo
0000000000000000135f,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,1,77,7,91,34,"{""type"":""Point"",""coordinates"":[-119.75598121490084,36.71976076390558]}"
00000000000000001360,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,78,4,89,34,"{""type"":""Point"",""coordinates"":[-119.79918990410873,36.719671581884505]}"
00000000000000001361,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,78,7,86,34,"{""type"":""Point"",""coordinates"":[-119.84239859331664,36.71958239986345]}"
00000000000000001362,279.12772430867057,0.3468648717436835,293.3086403682555,MCTNet_400km2_California_South-1.tif,69,2,76,7,81,34,"{""type"":""Point"",""coordinates"":[-119.88560728252453,36.71948875874132]}"
00000000000000001363,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,1,77,7,91,34,"{""type"":""Point"",""coordinates"":[-119.767842423703,36.71948875874132]}"
00000000000000001364,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,79,7,88,24,"{""type"":""Point"",""coordinates"":[-119.8110511129109,36.71939957672026]}"
00000000000000001365,279.12772430867057,0.3468648717436835,293.3086403682555,MCTNet_400km2_California_South-1.tif,69,2,79,7,84,34,"{""type"":""Point"",""coordinates"":[-119.85425980211879,36.719310394699185]}"
00000000000000001366,279.12772430867057,0.3468648717436835,293.3086403682555,MCTNet_400km2_California_South-1.tif,69,2,75,7,80,34,"{""type"":""Point"",""coordinates"":[-119.89746849132668,36.719221212678114]}"
00000000000000001367,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,1,77,4,89,24,"{""type"":""Point"",""coordinates"":[-119.77969917340411,36.719221212678114]}"
00000000000000001368,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,78,7,88,24,"{""type"":""Point"",""coordinates"":[-119.82290786261203,36.71913203065706]}"
00000000000000001369,279.12772430867057,0.3468648717436835,293.3086403682555,MCTNet_400km2_California_South-1.tif,69,2,79,7,83,34,"{""type"":""Point"",""coordinates"":[-119.86611655181991,36.71904284863598]}"
0000000000000000136a,279.12772430867057,0.3468648717436835,293.3086403682555,MCTNet_400km2_California_South-1.tif,69,2,76,7,79,24,"{""type"":""Point"",""coordinates"":[-119.9093252410278,36.718953666614915]}"
0000000000000000136b,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,78,4,89,34,"{""type"":""Point"",""coordinates"":[-119.79155592310524,36.718953666614915]}"
0000000000000000136c,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,78,7,86,34,"{""type"":""Point"",""coordinates"":[-119.83476461231312,36.71886002549279]}"
0000000000000000136d,279.12772430867057,0.3468648717436835,293.3086403682555,MCTNet_400km2_California_South-1.tif,69,2,77,7,81,34,"{""type"":""Point"",""coordinates"":[-119.87797330152101,36.71877084347172]}"
0000000000000000136e,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,1,77,7,91,34,"{""type"":""Point"",""coordinates"":[-119.76020398359844,36.71877084347172]}"
0000000000000000136f,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,79,7,89,24,"{""type"":""Point"",""coordinates"":[-119.80341267280633,36.71868166145065]}"
00000000000000001370,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,79,7,84,34,"{""type"":""Point"",""coordinates"":[-119.84662136201425,36.71859247942958]}"
00000000000000001371,279.12772430867057,0.3468648717436835,293.3086403682555,MCTNet_400km2_California_South-1.tif,69,2,75,7,80,34,"{""type"":""Point"",""coordinates"":[-119.88983005122216,36.7185032974085]}"
00000000000000001372,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,1,77,7,91,34,"{""type"":""Point"",""coordinates"":[-119.77206073329955,36.71850329740851]}"
00000000000000001373,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,79,7,88,24,"{""type"":""Point"",""coordinates"":[-119.81526942250746,36.718414115387446]}"
00000000000000001374,279.12772430867057,0.3468648717436835,293.3086403682555,MCTNet_400km2_California_South-1.tif,69,2,79,7,84,34,"{""type"":""Point"",""coordinates"":[-119.85848257081642,36.71832493336637]}"
00000000000000001375,279.12772430867057,0.3468648717436835,293.3086403682555,MCTNet_400km2_California_South-1.tif,69,2,76,7,80,24,"{""type"":""Point"",""coordinates"":[-119.90169126002428,36.71823129224426]}"
00000000000000001376,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,77,4,89,34,"{""type"":""Point"",""coordinates"":[-119.78392194210176,36.718231292244255]}"
00000000000000001377,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,78,7,86,34,"{""type"":""Point"",""coordinates"":[-119.82713063130963,36.718142110223184]}"
00000000000000001378,279.12772430867057,0.3468648717436835,293.3086403682555,MCTNet_400km2_California_South-1.tif,69,2,79,7,83,34,"{""type"":""Point"",""coordinates"":[-119.87033932051752,36.71805292820211]}"
00000000000000001379,278.94371471474886,0.37095192826128454,293.0702804209115,MCTNet_400km2_California_South-1.tif,69,2,77,4,93,34,"{""type"":""Point"",""coordinates"":[-119.75257000259494,36.71805292820211]}"
0000000000000000137a,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,78,4,89,34,"{""type"":""Point"",""coordinates"":[-119.79577869180284,36.71796374618105]}"
0000000000000000137b,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,78,7,86,34,"{""type"":""Point"",""coordinates"":[-119.83898738101072,36.717874564159985]}"
0000000000000000137c,279.12772430867057,0.3468648717436835,293.3086403682555,MCTNet_400km2_California_South-1.tif,69,2,76,7,81,34,"{""type"":""Point"",""coordinates"":[-119.88219607021861,36.717785382138906]}"
0000000000000000137d,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,1,77,7,91,34,"{""type"":""Point"",""coordinates"":[-119.76442675229606,36.717785382138906]}"
0000000000000000137e,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,79,7,89,24,"{""type"":""Point"",""coordinates"":[-119.80763544150396,36.717696200117835]}"
0000000000000000137f,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,79,7,84,34,"{""type"":""Point"",""coordinates"":[-119.85084413071185,36.71760255899572]}"
00000000000000001380,279.12772430867057,0.3468648717436835,293.3086403682555,MCTNet_400km2_California_South-1.tif,69,2,75,7,80,34,"{""type"":""Point"",""coordinates"":[-119.89405281991974,36.717513376974644]}"
00000000000000001381,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,1,77,4,89,24,"{""type"":""Point"",""coordinates"":[-119.77628350199718,36.717513376974644]}"
00000000000000001382,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,78,7,88,24,"{""type"":""Point"",""coordinates"":[-119.81949219120506,36.71742419495359]}"
00000000000000001383,279.12772430867057,0.3468648717436835,293.3086403682555,MCTNet_400km2_California_South-1.tif,69,2,79,7,83,34,"{""type"":""Point"",""coordinates"":[-119.86270088041297,36.71733501293251]}"
00000000000000001384,279.12772430867057,0.3468648717436835,293.3086403682555,MCTNet_400km2_California_South-1.tif,69,2,76,7,80,24,"{""type"":""Point"",""coordinates"":[-119.90590956962086,36.71724583091144]}"
00000000000000001385,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,77,4,89,34,"{""type"":""Point"",""coordinates"":[-119.78814025169828,36.71724583091144]}"
00000000000000001386,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,78,7,86,34,"{""type"":""Point"",""coordinates"":[-119.83135340000723,36.717156648890374]}"
00000000000000001387,279.12772430867057,0.3468648717436835,293.3086403682555,MCTNet_400km2_California_South-1.tif,69,2,77,7,81,34,"{""type"":""Point"",""coordinates"":[-119.87456208921512,36.717063007768246]}"
00000000000000001388,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,1,77,7,91,34,"{""type"":""Point"",""coordinates"":[-119.75679277129257,36.71706300776825]}"
00000000000000001389,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,79,7,89,24,"{""type"":""Point"",""coordinates"":[-119.80000146050045,36.71697382574719]}"
0000000000000000138a,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,78,7,86,34,"{""type"":""Point"",""coordinates"":[-119.84321014970836,36.71688464372611]}"
0000000000000000138b,279.12772430867057,0.3468648717436835,293.3086403682555,MCTNet_400km2_California_South-1.tif,69,2,76,7,81,34,"{""type"":""Point"",""coordinates"":[-119.88641883891624,36.71679546170504]}"
0000000000000000138c,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,1,77,7,91,34,"{""type"":""Point"",""coordinates"":[-119.76864952099366,36.71679546170504]}"
0000000000000000138d,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,79,7,88,24,"{""type"":""Point"",""coordinates"":[-119.81185821020156,36.716706279683976]}"
0000000000000000138e,279.12772430867057,0.3468648717436835,293.3086403682555,MCTNet_400km2_California_South-1.tif,69,2,79,7,84,34,"{""type"":""Point"",""coordinates"":[-119.85506689940945,36.716617097662905]}"
0000000000000000138f,279.12772430867057,0.3468648717436835,293.3086403682555,MCTNet_400km2_California_South-1.tif,69,2,76,7,80,24,"{""type"":""Point"",""coordinates"":[-119.89827558861737,36.716527915641834]}"
00000000000000001390,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,1,77,4,89,24,"{""type"":""Point"",""coordinates"":[-119.78050627069481,36.71652791564184]}"
00000000000000001391,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,78,7,88,24,"{""type"":""Point"",""coordinates"":[-119.82371495990267,36.71643427451971]}"
00000000000000001392,279.12772430867057,0.3468648717436835,293.3086403682555,MCTNet_400km2_California_South-1.tif,69,2,79,7,83,34,"{""type"":""Point"",""coordinates"":[-119.86692364911057,36.71634509249864]}"
00000000000000001393,279.12772430867057,0.3468648717436835,293.3086403682555,MCTNet_400km2_California_South-1.tif,69,2,76,7,79,24,"{""type"":""Point"",""coordinates"":[-119.91013233831846,36.71625591047758]}"
00000000000000001394,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,78,4,89,34,"{""type"":""Point"",""coordinates"":[-119.79236302039588,36.71625591047758]}"
00000000000000001395,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,78,7,86,34,"{""type"":""Point"",""coordinates"":[-119.83557170960378,36.71616672845651]}"
00000000000000001396,279.12772430867057,0.3468648717436835,293.3086403682555,MCTNet_400km2_California_South-1.tif,69,2,77,7,81,34,"{""type"":""Point"",""coordinates"":[-119.8787803988117,36.71607754643543]}"
00000000000000001397,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,1,77,7,91,34,"{""type"":""Point"",""coordinates"":[-119.76101108088912,36.716077546435436]}"
00000000000000001398,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,79,7,89,24,"{""type"":""Point"",""coordinates"":[-119.80422422919808,36.71598836441437]}"
00000000000000001399,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,79,7,84,34,"{""type"":""Point"",""coordinates"":[-119.84743291840596,36.7158991823933]}"
0000000000000000139a,279.12772430867057,0.3468648717436835,293.3086403682555,MCTNet_400km2_California_South-1.tif,69,2,75,7,80,34,"{""type"":""Point"",""coordinates"":[-119.89064160761384,36.71580554127118]}"
0000000000000000139b,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,1,77,4,89,24,"{""type"":""Point"",""coordinates"":[-119.77287228969132,36.71580554127118]}"
0000000000000000139c,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,79,7,88,24,"{""type"":""Point"",""coordinates"":[-119.81608097889918,36.7157163592501]}"
0000000000000000139d,279.12772430867057,0.3468648717436835,293.3086403682555,MCTNet_400km2_California_South-1.tif,69,2,79,7,84,34,"{""type"":""Point"",""coordinates"":[-119.8592896681071,36.715627177229045]}"
0000000000000000139e,279.12772430867057,0.3468648717436835,293.3086403682555,MCTNet_400km2_California_South-1.tif,69,2,76,7,80,24,"{""type"":""Point"",""coordinates"":[-119.90249835731497,36.715537995207974]}"
0000000000000000139f,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,77,4,89,34,"{""type"":""Point"",""coordinates"":[-119.78472903939239,36.715537995207974]}"
000000000000000013a0,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,78,7,86,34,"{""type"":""Point"",""coordinates"":[-119.82793772860028,36.715448813186896]}"
000000000000000013a1,279.12772430867057,0.3468648717436835,293.3086403682555,MCTNet_400km2_California_South-1.tif,69,2,79,7,83,34,"{""type"":""Point"",""coordinates"":[-119.87114641780818,36.71535963116583]}"
000000000000000013a2,278.94371471474886,0.37095192826128454,293.0702804209115,MCTNet_400km2_California_South-1.tif,69,2,77,4,93,34,"{""type"":""Point"",""coordinates"":[-119.75337709988563,36.71535963116583]}"
000000000000000013a3,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,78,4,89,34,"{""type"":""Point"",""coordinates"":[-119.79658578909351,36.715270449144754]}"
000000000000000013a4,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,78,7,86,34,"{""type"":""Point"",""coordinates"":[-119.8397944783014,36.71517680802264]}"
000000000000000013a5,279.12772430867057,0.3468648717436835,293.3086403682555,MCTNet_400km2_California_South-1.tif,69,2,76,7,81,34,"{""type"":""Point"",""coordinates"":[-119.8830031675093,36.71508762600157]}"
000000000000000013a6,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,1,77,7,91,34,"{""type"":""Point"",""coordinates"":[-119.76523384958675,36.71508762600157]}"
000000000000000013a7,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,79,7,88,24,"{""type"":""Point"",""coordinates"":[-119.80844253879461,36.714998443980505]}"
000000000000000013a8,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,79,7,84,34,"{""type"":""Point"",""coordinates"":[-119.85165122800252,36.714909261959434]}"
000000000000000013a9,279.12772430867057,0.3468648717436835,293.3086403682555,MCTNet_400km2_California_South-1.tif,69,2,75,7,80,34,"{""type"":""Point"",""coordinates"":[-119.89485991721043,36.71482007993836]}"
000000000000000013aa,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,1,77,4,89,24,"{""type"":""Point"",""coordinates"":[-119.7770950583889,36.71482007993837]}"
000000000000000013ab,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,78,7,88,24,"{""type"":""Point"",""coordinates"":[-119.82030374759678,36.7147308979173]}"
000000000000000013ac,279.12772430867057,0.3468648717436835,293.3086403682555,MCTNet_400km2_California_South-1.tif,69,2,79,7,83,34,"{""type"":""Point"",""coordinates"":[-119.86351243680468,36.71464171589623]}"
000000000000000013ad,279.12772430867057,0.3468648717436835,293.3086403682555,MCTNet_400km2_California_South-1.tif,69,2,76,7,80,24,"{""type"":""Point"",""coordinates"":[-119.90672112601257,36.71454807477411]}"
000000000000000013ae,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,77,4,89,34,"{""type"":""Point"",""coordinates"":[-119.78895180809002,36.71454807477411]}"
000000000000000013af,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,78,7,86,34,"{""type"":""Point"",""coordinates"":[-119.8321604972979,36.714458892753036]}"
000000000000000013b0,279.12772430867057,0.3468648717436835,293.3086403682555,MCTNet_400km2_California_South-1.tif,69,2,77,7,81,34,"{""type"":""Point"",""coordinates"":[-119.87536918650581,36.714369710731965]}"
000000000000000013b1,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,1,77,7,91,34,"{""type"":""Point"",""coordinates"":[-119.75759986858326,36.71436971073197]}"
000000000000000013b2,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,79,7,89,24,"{""type"":""Point"",""coordinates"":[-119.80080855779114,36.7142805287109]}"
000000000000000013b3,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,78,7,86,34,"{""type"":""Point"",""coordinates"":[-119.844017246999,36.71419134668984]}"
000000000000000013b4,279.12772430867057,0.3468648717436835,293.3086403682555,MCTNet_400km2_California_South-1.tif,69,2,77,7,81,34,"{""type"":""Point"",""coordinates"":[-119.8872259362069,36.71410216466876]}"
000000000000000013b5,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,77,7,91,24,"{""type"":""Point"",""coordinates"":[-119.76945661828435,36.71410216466876]}"
000000000000000013b6,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,79,7,88,34,"{""type"":""Point"",""coordinates"":[-119.81266530749224,36.714012982647695]}"
000000000000000013b7,279.12772430867057,0.3468648717436835,293.3086403682555,MCTNet_400km2_California_South-1.tif,69,2,79,7,84,24,"{""type"":""Point"",""coordinates"":[-119.85587399670013,36.71391934152556]}"
000000000000000013b8,279.12772430867057,0.3468648717436835,293.3086403682555,MCTNet_400km2_California_South-1.tif,69,2,75,7,80,34,"{""type"":""Point"",""coordinates"":[-119.89908268590804,36.713830159504504]}"
000000000000000013b9,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,1,77,7,89,24,"{""type"":""Point"",""coordinates"":[-119.7813133679855,36.71383015950451]}"
000000000000000013ba,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,79,7,88,34,"{""type"":""Point"",""coordinates"":[-119.82452205719333,36.71374097748343]}"
000000000000000013bb,279.12772430867057,0.3468648717436835,293.3086403682555,MCTNet_400km2_California_South-1.tif,69,2,78,7,83,24,"{""type"":""Point"",""coordinates"":[-119.8677352055023,36.71365179546236]}"
000000000000000013bc,279.12772430867057,0.3468648717436835,293.3086403682555,MCTNet_400km2_California_South-1.tif,69,2,75,7,79,34,"{""type"":""Point"",""coordinates"":[-119.9109438947102,36.7135626134413]}"
000000000000000013bd,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,78,4,89,34,"{""type"":""Point"",""coordinates"":[-119.79317457678762,36.7135626134413]}"
000000000000000013be,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,79,7,86,34,"{""type"":""Point"",""coordinates"":[-119.83638326599554,36.713473431420226]}"
000000000000000013bf,279.12772430867057,0.3468648717436835,293.3086403682555,MCTNet_400km2_California_South-1.tif,69,2,77,7,81,34,"{""type"":""Point"",""coordinates"":[-119.87959195520342,36.713384249399155]}"
000000000000000013c0,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,1,77,7,91,24,"{""type"":""Point"",""coordinates"":[-119.76182263728086,36.713384249399155]}"
000000000000000013c1,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,79,7,89,34,"{""type"":""Point"",""coordinates"":[-119.80503132648877,36.713290608277035]}"
000000000000000013c2,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,80,7,84,24,"{""type"":""Point"",""coordinates"":[-119.84824001569663,36.713201426255964]}"
000000000000000013c3,279.12772430867057,0.3468648717436835,293.3086403682555,MCTNet_400km2_California_South-1.tif,69,2,74,7,80,34,"{""type"":""Point"",""coordinates"":[-119.89144870490452,36.7131122442349]}"
000000000000000013c4,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,1,77,7,89,24,"{""type"":""Point"",""coordinates"":[-119.77367938698195,36.7131122442349]}"
000000000000000013c5,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,79,7,88,34,"{""type"":""Point"",""coordinates"":[-119.8168880761899,36.713023062213836]}"
000000000000000013c6,279.12772430867057,0.3468648717436835,293.3086403682555,MCTNet_400km2_California_South-1.tif,69,2,79,7,84,24,"{""type"":""Point"",""coordinates"":[-119.86009676539773,36.71293388019276]}"
000000000000000013c7,279.12772430867057,0.3468648717436835,293.3086403682555,MCTNet_400km2_California_South-1.tif,69,2,75,7,80,34,"{""type"":""Point"",""coordinates"":[-119.90330545460563,36.71284469817169]}"
000000000000000013c8,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,77,4,89,34,"{""type"":""Point"",""coordinates"":[-119.78553613668308,36.71284469817169]}"
000000000000000013c9,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,79,7,86,24,"{""type"":""Point"",""coordinates"":[-119.82874482589096,36.712751057049566]}"
000000000000000013ca,279.12772430867057,0.3468648717436835,293.3086403682555,MCTNet_400km2_California_South-1.tif,69,2,77,7,81,34,"{""type"":""Point"",""coordinates"":[-119.87195351509885,36.7126618750285]}"
000000000000000013cb,278.94371471474886,0.37095192826128454,293.0702804209115,MCTNet_400km2_California_South-1.tif,69,2,77,4,93,24,"{""type"":""Point"",""coordinates"":[-119.75418419717631,36.7126618750285]}"
000000000000000013cc,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,78,4,89,34,"{""type"":""Point"",""coordinates"":[-119.7973928863842,36.71257269300743]}"
000000000000000013cd,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,79,7,86,34,"{""type"":""Point"",""coordinates"":[-119.84060603469311,36.71248351098637]}"
000000000000000013ce,279.12772430867057,0.3468648717436835,293.3086403682555,MCTNet_400km2_California_South-1.tif,69,2,77,7,81,34,"{""type"":""Point"",""coordinates"":[-119.88381472390105,36.712394328965296]}"
000000000000000013cf,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,77,7,91,24,"{""type"":""Point"",""coordinates"":[-119.76604540597846,36.71239432896529]}"
000000000000000013d0,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,79,7,88,34,"{""type"":""Point"",""coordinates"":[-119.80925409518635,36.71230514694423]}"
000000000000000013d1,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,80,7,84,24,"{""type"":""Point"",""coordinates"":[-119.85246278439429,36.71221596492315]}"
000000000000000013d2,279.12772430867057,0.3468648717436835,293.3086403682555,MCTNet_400km2_California_South-1.tif,69,2,74,7,80,34,"{""type"":""Point"",""coordinates"":[-119.89567147360212,36.71212232380103]}"
000000000000000013d3,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,1,77,7,89,24,"{""type"":""Point"",""coordinates"":[-119.77790215567958,36.71212232380103]}"
000000000000000013d4,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,79,7,88,34,"{""type"":""Point"",""coordinates"":[-119.82111084488747,36.71203314177996]}"
000000000000000013d5,279.12772430867057,0.3468648717436835,293.3086403682555,MCTNet_400km2_California_South-1.tif,69,2,78,7,83,24,"{""type"":""Point"",""coordinates"":[-119.86431953409536,36.7119439597589]}"
000000000000000013d6,279.12772430867057,0.3468648717436835,293.3086403682555,MCTNet_400km2_California_South-1.tif,69,2,75,7,79,34,"{""type"":""Point"",""coordinates"":[-119.90752822330325,36.71185477773783]}"
000000000000000013d7,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,77,4,89,34,"{""type"":""Point"",""coordinates"":[-119.78975890538071,36.71185477773783]}"
000000000000000013d8,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,79,7,86,24,"{""type"":""Point"",""coordinates"":[-119.8329675945886,36.71176559571676]}"
000000000000000013d9,279.12772430867057,0.3468648717436835,293.3086403682555,MCTNet_400km2_California_South-1.tif,69,2,77,7,81,34,"{""type"":""Point"",""coordinates"":[-119.87617628379645,36.711676413695685]}"
000000000000000013da,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,1,77,7,91,24,"{""type"":""Point"",""coordinates"":[-119.75840696587393,36.711676413695685]}"
000000000000000013db,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,79,7,89,34,"{""type"":""Point"",""coordinates"":[-119.8016156550818,36.71158723167463]}"
000000000000000013dc,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,80,7,84,24,"{""type"":""Point"",""coordinates"":[-119.84482434428969,36.71149359055249]}"
000000000000000013dd,279.12772430867057,0.3468648717436835,293.3086403682555,MCTNet_400km2_California_South-1.tif,69,2,77,7,81,34,"{""type"":""Point"",""coordinates"":[-119.8880330334976,36.71140440853143]}"
000000000000000013de,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,77,7,91,24,"{""type"":""Point"",""coordinates"":[-119.77026371557504,36.71140440853143]}"
000000000000000013df,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,79,7,88,34,"{""type"":""Point"",""coordinates"":[-119.81347686388398,36.71131522651036]}"
000000000000000013e0,279.12772430867057,0.3468648717436835,293.3086403682555,MCTNet_400km2_California_South-1.tif,69,2,79,7,84,24,"{""type"":""Point"",""coordinates"":[-119.85668555309186,36.71122604448929]}"
000000000000000013e1,279.12772430867057,0.3468648717436835,293.3086403682555,MCTNet_400km2_California_South-1.tif,69,2,75,7,80,34,"{""type"":""Point"",""coordinates"":[-119.89989424229975,36.71113686246822]}"
000000000000000013e2,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,77,4,89,34,"{""type"":""Point"",""coordinates"":[-119.78212492437721,36.71113686246822]}"
000000000000000013e3,279.0843607305172,0.355369396570687,293.25385717943914,MCTNet_400km2_California_South-1.tif,69,2,79,7,88,34,"{""type"":""Point"",""coordinates"":[-119.8253336135851,36.71104768044716]}"
000000000000000013e4,279.12772430867057,0.3468648717436835,293.3086403682555,MCTNet_400km2_California_South-1.tif,69,2,78,7,83,24,"{""type"":""Point"",""coordinates"":[-119.86854230279299,36.71095849842608]}"
000000000000000013e5,278.94371471474886,0.37095192826128454,293.0702804209115,MCTNet_400km2_California_South-1.tif,69,2,77,4,93,24,"{""type"":""Point"",""coordinates"":[-119.75077298487042,36.71095849842608]}"
